calweek,Cluster/Country/Region,SubCluster,brand,dc,TimeSeries_Key,Quantity,ARIMA_Predicted
202046,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1684.0,
202047,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1657.0,
202048,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1683.0,
202049,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1735.0,
202050,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1742.0,
202051,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1662.0,
202052,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1715.0,
202101,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1694.0,
202102,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1593.0,
202103,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1747.0,
202104,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1696.0,
202105,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1689.0,
202106,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1746.0,
202107,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1705.0,
202108,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1704.0,
202109,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1625.0,
202110,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1614.0,
202111,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1761.0,
202112,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1673.0,
202113,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1754.0,
202114,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1642.0,
202115,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1675.0,
202116,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1643.0,
202117,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1720.0,
202118,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1712.0,
202119,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1674.0,
202120,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1705.0,
202121,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1684.0,
202122,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1731.0,
202123,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1712.0,
202124,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1694.0,
202125,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1660.0,
202126,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1681.0,
202127,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1726.0,
202128,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1738.0,
202129,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1759.0,
202130,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1704.0,
202131,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1659.0,
202132,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1710.0,
202133,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1655.0,
202134,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1674.0,
202135,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1735.0,
202136,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1735.0,
202137,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1729.0,
202138,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1696.0,
202139,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1681.0,
202140,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1680.0,
202141,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1691.0,
202142,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1823.0,
202143,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1722.0,
202144,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1753.0,
202145,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1721.0,
202146,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1672.0,
202147,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1705.0,
202148,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1754.0,
202149,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1698.0,
202150,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1722.0,
202151,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1721.0,
202152,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1662.0,
202201,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1687.0,
202202,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1716.0,
202203,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1742.0,
202204,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1678.0,
202205,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1715.0,
202206,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1700.0,
202207,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1688.0,
202208,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1773.0,
202209,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1734.0,
202210,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1736.0,
202211,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1595.0,
202212,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1682.0,
202213,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1752.0,
202214,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1770.0,
202215,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1712.0,
202216,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1672.0,
202217,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1701.0,
202218,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1702.0,
202219,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1661.0,
202220,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1657.0,
202221,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1685.0,
202222,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1674.0,
202223,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1696.0,
202224,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1651.0,
202225,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1742.0,
202226,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1675.0,
202227,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1688.0,
202228,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1650.0,
202229,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1729.0,
202230,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1704.0,
202231,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1714.0,
202232,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1737.0,
202233,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1658.0,
202234,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1701.0,
202235,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1671.0,
202236,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1784.0,
202237,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1670.0,
202238,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1737.0,
202239,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1743.0,
202240,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1664.0,
202241,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1747.0,
202242,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1665.0,
202243,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1748.0,
202244,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1672.0,
202245,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1660.0,
202246,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1734.0,
202247,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1678.0,
202248,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1718.0,
202249,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1628.0,
202250,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1657.0,
202251,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1661.0,
202252,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1765.0,
202301,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1667.0,
202302,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1684.0,
202303,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1641.0,
202304,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1642.0,
202305,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1648.0,
202306,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1691.0,
202307,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1770.0,
202308,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1749.0,
202309,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1692.0,
202310,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1709.0,
202311,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1691.0,
202312,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1702.0,
202313,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1780.0,
202314,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1640.0,
202315,US,SC1,BRANDA,DC1,PRDCT2_CUSTB,1755.0,
202001,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1711.0,
202002,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1745.0,
202003,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1563.0,
202004,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1693.0,
202005,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1727.0,
202006,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1648.0,
202007,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1672.0,
202008,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1685.0,
202009,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1705.0,
202010,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1688.0,
202011,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1744.0,
202012,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1724.0,
202013,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1711.0,
202014,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1706.0,
202015,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1684.0,
202016,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1725.0,
202017,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1735.0,
202018,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1742.0,
202019,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1668.0,
202020,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1724.0,
202021,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1736.0,
202022,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1740.0,
202023,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1651.0,
202024,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1733.0,
202025,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1764.0,
202026,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1746.0,
202027,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1652.0,
202028,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1654.0,
202029,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1665.0,
202030,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1656.0,
202031,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1671.0,
202032,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1697.0,
202033,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1588.0,
202034,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1683.0,
202035,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1740.0,
202036,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1691.0,
202037,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1669.0,
202038,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1749.0,
202039,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1739.0,
202040,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1640.0,
202041,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1758.0,
202042,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1687.0,
202043,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1691.0,
202044,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1644.0,
202045,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1760.0,
202046,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1716.0,
202047,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1676.0,
202048,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1719.0,
202049,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1725.0,
202050,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1758.0,
202051,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1655.0,
202052,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1669.0,
202101,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1753.0,
202102,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1688.0,
202103,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1678.0,
202104,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1739.0,
202105,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1650.0,
202106,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1624.0,
202107,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1644.0,
202108,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1702.0,
202109,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1665.0,
202110,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1725.0,
202111,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1634.0,
202112,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1693.0,
202113,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1700.0,
202114,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1625.0,
202115,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1775.0,
202116,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1675.0,
202117,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1641.0,
202118,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1700.0,
202119,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1748.0,
202120,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1674.0,
202121,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1679.0,
202122,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1651.0,
202123,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1617.0,
202124,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1728.0,
202125,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1663.0,
202126,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1678.0,
202127,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1679.0,
202128,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1708.0,
202129,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1717.0,
202130,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1658.0,
202131,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1665.0,
202132,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1688.0,
202133,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1654.0,
202134,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1755.0,
202135,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1730.0,
202136,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1684.0,
202137,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1649.0,
202138,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1657.0,
202139,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1703.0,
202140,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1710.0,
202141,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1734.0,
202142,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1746.0,
202143,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1669.0,
202144,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1679.0,
202145,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1700.0,
202146,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1682.0,
202147,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1651.0,
202148,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1736.0,
202149,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1749.0,
202150,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1714.0,
202151,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1738.0,
202152,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1699.0,
202201,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1703.0,
202202,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1675.0,
202203,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1645.0,
202204,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1666.0,
202205,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1706.0,
202206,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1749.0,
202207,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1759.0,
202208,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1725.0,
202209,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1703.0,
202210,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1727.0,
202211,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1740.0,
202212,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1767.0,
202213,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1757.0,
202214,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1667.0,
202215,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1700.0,
202216,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1774.0,
202217,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1699.0,
202218,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1654.0,
202219,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1729.0,
202220,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1696.0,
202221,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1723.0,
202222,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1707.0,
202223,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1672.0,
202224,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1677.0,
202225,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1775.0,
202226,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1772.0,
202227,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1714.0,
202228,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1712.0,
202229,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1717.0,
202230,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1732.0,
202231,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1787.0,
202232,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1672.0,
202233,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1690.0,
202234,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1739.0,
202235,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1713.0,
202236,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1663.0,
202237,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1666.0,
202238,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1707.0,
202239,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1685.0,
202240,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1703.0,
202241,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1747.0,
202242,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1719.0,
202243,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1793.0,
202244,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1705.0,
202245,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1740.0,
202246,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1616.0,
202247,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1701.0,
202248,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1713.0,
202249,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1731.0,
202250,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1697.0,
202251,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1725.0,
202252,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1721.0,
202301,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1689.0,
202302,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1655.0,
202303,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1640.0,
202304,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1795.0,
202305,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1680.0,
202306,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1749.0,
202307,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1712.0,
202308,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1724.0,
202309,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1653.0,
202310,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1722.0,
202311,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1663.0,
202312,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1650.0,
202313,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1738.0,
202314,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1659.0,
202315,US,SC1,BRANDA,DC1,PRDCT2_CUSTC,1710.0,
202001,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1743.0,
202002,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1703.0,
202003,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1742.0,
202004,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1796.0,
202005,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1645.0,
202006,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1654.0,
202007,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1709.0,
202008,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1730.0,
202009,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1701.0,
202010,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1675.0,
202011,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1728.0,
202012,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1735.0,
202013,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1643.0,
202014,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1720.0,
202015,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1719.0,
202016,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1715.0,
202017,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1697.0,
202018,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1647.0,
202019,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1689.0,
202020,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1686.0,
202021,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1739.0,
202022,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1703.0,
202023,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1643.0,
202024,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1724.0,
202025,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1692.0,
202026,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1719.0,
202027,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1686.0,
202028,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1704.0,
202029,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1734.0,
202030,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1734.0,
202031,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1702.0,
202032,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1650.0,
202033,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1644.0,
202034,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1703.0,
202035,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1624.0,
202036,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1664.0,
202037,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1729.0,
202038,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1732.0,
202039,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1719.0,
202040,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1666.0,
202041,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1661.0,
202042,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1655.0,
202043,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1690.0,
202044,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1786.0,
202045,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1754.0,
202046,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1740.0,
202047,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1676.0,
202048,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1741.0,
202049,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1658.0,
202050,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1714.0,
202051,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1706.0,
202052,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1718.0,
202101,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1673.0,
202102,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1658.0,
202103,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1681.0,
202104,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1685.0,
202105,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1648.0,
202106,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1666.0,
202107,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1701.0,
202108,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1682.0,
202109,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1644.0,
202110,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1698.0,
202111,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1710.0,
202112,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1730.0,
202113,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1715.0,
202114,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1709.0,
202115,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1638.0,
202116,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1661.0,
202117,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1648.0,
202118,US,SC1,BRANDA,DC2,PRDCT2_CUSTD,1691.0,
