calweek,Cluster/Country/Region,SubCluster,brand,dc,TimeSeries_Key,Quantity,Ensemble_Predicted
202128,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1169.0,
202129,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1272.0,
202130,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1263.0,
202131,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1281.0,
202132,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1296.0,
202133,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1251.0,
202134,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1264.0,
202135,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1232.0,
202136,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1294.0,
202137,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1301.0,
202138,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1288.0,
202139,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1302.0,
202140,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1281.0,
202141,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1267.0,
202142,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1234.0,
202143,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1222.0,
202144,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1262.0,
202145,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1230.0,
202146,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1259.0,
202147,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1290.0,
202148,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1270.0,
202149,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1256.0,
202150,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1304.0,
202151,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1268.0,
202152,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1181.0,
202201,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1257.0,
202202,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1247.0,
202203,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1229.0,
202204,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1271.0,
202205,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1268.0,
202206,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1231.0,
202207,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1282.0,
202208,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1249.0,
202209,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1245.0,
202210,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1217.0,
202211,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1264.0,
202212,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1254.0,
202213,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1258.0,
202214,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1229.0,
202215,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1323.0,
202216,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1353.0,
202217,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1274.0,
202218,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1190.0,
202219,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1180.0,
202220,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1286.0,
202221,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1208.0,
202222,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1231.0,
202223,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1223.0,
202224,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1279.0,
202225,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1273.0,
202226,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1306.0,
202227,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1291.0,
202228,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1198.0,
202229,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1281.0,
202230,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1225.0,
202231,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1345.0,
202232,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1225.0,
202233,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1233.0,
202234,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1238.0,
202235,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1273.0,
202236,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1247.0,
202237,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1253.0,
202238,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1226.0,
202239,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1236.0,
202240,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1272.0,
202241,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1234.0,
202242,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1185.0,
202243,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1282.0,
202244,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1297.0,
202245,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1289.0,
202246,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1245.0,
202247,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1276.0,
202248,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1282.0,
202249,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1326.0,
202250,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1281.0,
202251,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1232.0,
202252,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1232.0,
202301,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1301.0,
202302,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1271.0,
202303,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1263.0,
202304,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1254.0,
202305,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1261.0,
202306,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1257.0,
202307,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1226.0,
202308,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1246.0,
202309,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1261.0,
202310,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1261.0,
202311,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1244.0,
202312,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1216.0,
202313,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1251.0,
202314,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1218.0,
202315,US,SC1,BRANDB,DC2,PRDCT5_CUSTF,1189.0,
202001,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1816.0,
202002,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1840.0,
202003,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1816.0,
202004,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1895.0,
202005,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1854.0,
202006,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1887.0,
202007,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1859.0,
202008,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1865.0,
202009,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1878.0,
202010,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1830.0,
202011,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1793.0,
202012,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1911.0,
202013,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1857.0,
202014,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1880.0,
202015,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1902.0,
202016,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1855.0,
202017,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1855.0,
202018,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1837.0,
202019,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1814.0,
202020,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1916.0,
202021,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1806.0,
202022,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1847.0,
202023,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1859.0,
202024,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1762.0,
202025,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1907.0,
202026,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1879.0,
202027,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1789.0,
202028,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1786.0,
202029,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1840.0,
202030,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1831.0,
202031,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1876.0,
202032,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1921.0,
202033,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1879.0,
202034,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1832.0,
202035,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1870.0,
202036,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1875.0,
202037,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1834.0,
202038,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1852.0,
202039,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1786.0,
202040,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1853.0,
202041,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1801.0,
202042,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1811.0,
202043,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1764.0,
202044,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1816.0,
202045,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1892.0,
202046,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1781.0,
202047,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1939.0,
202048,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1814.0,
202049,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1842.0,
202050,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1824.0,
202051,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1809.0,
202052,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1823.0,
202101,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1923.0,
202102,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1852.0,
202103,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1887.0,
202104,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1855.0,
202105,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1779.0,
202106,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1796.0,
202107,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1827.0,
202108,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1894.0,
202109,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1839.0,
202110,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1781.0,
202111,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1853.0,
202112,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1941.0,
202113,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1833.0,
202114,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1863.0,
202115,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1765.0,
202116,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1829.0,
202117,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1870.0,
202118,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1896.0,
202119,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1842.0,
202120,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1826.0,
202121,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1895.0,
202122,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1860.0,
202123,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1909.0,
202124,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1858.0,
202125,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1749.0,
202126,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1811.0,
202127,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1852.0,
202128,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1824.0,
202129,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1768.0,
202130,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1837.0,
202131,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1872.0,
202132,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1880.0,
202133,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1844.0,
202134,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1840.0,
202135,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1904.0,
202136,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1868.0,
202137,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1855.0,
202138,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1765.0,
202139,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1809.0,
202140,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1902.0,
202141,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1890.0,
202142,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1866.0,
202143,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1912.0,
202144,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1802.0,
202145,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1797.0,
202146,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1816.0,
202147,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1799.0,
202148,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1897.0,
202149,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1780.0,
202150,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1818.0,
202151,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1844.0,
202152,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1825.0,
202201,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1782.0,
202202,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1869.0,
202203,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1837.0,
202204,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1792.0,
202205,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1789.0,
202206,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1824.0,
202207,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1833.0,
202208,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1823.0,
202209,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1823.0,
202210,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1904.0,
202211,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1791.0,
202212,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1826.0,
202213,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1934.0,
202214,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1832.0,
202215,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1881.0,
202216,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1804.0,
202217,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1862.0,
202218,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1792.0,
202219,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1870.0,
202220,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1836.0,
202221,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1818.0,
202222,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1938.0,
202223,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1836.0,
202224,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1857.0,
202225,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1761.0,
202226,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1893.0,
202227,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1805.0,
202228,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1903.0,
202229,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1843.0,
202230,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1839.0,
202231,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1920.0,
202232,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1836.0,
202233,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1843.0,
202234,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1844.0,
202235,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1814.0,
202236,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1806.0,
202237,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1902.0,
202238,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1831.0,
202239,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1811.0,
202240,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1893.0,
202241,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1884.0,
202242,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1883.0,
202243,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1849.0,
202244,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1821.0,
202245,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1892.0,
202246,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1874.0,
202247,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1866.0,
202248,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1820.0,
202249,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1991.0,
202250,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1892.0,
202251,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1888.0,
202252,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1879.0,
202301,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1865.0,
202302,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1857.0,
202303,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1847.0,
202304,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1819.0,
202305,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1871.0,
202306,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1909.0,
202307,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1898.0,
202308,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1892.0,
202309,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1838.0,
202310,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1849.0,
202311,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1834.0,
202312,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1893.0,
202313,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1825.0,
202314,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1832.0,
202315,US,SC1,BRANDB,DC1,PRDCT6_CUSTA,1885.0,
202001,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1890.0,
202002,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1874.0,
202003,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1832.0,
202004,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1947.0,
202005,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1889.0,
202006,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1883.0,
202007,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1826.0,
202008,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1786.0,
202009,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1780.0,
202010,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1812.0,
202011,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1825.0,
202012,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1845.0,
202013,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1871.0,
202014,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1908.0,
202015,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1848.0,
202016,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1837.0,
202017,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1858.0,
202018,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1869.0,
202019,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1776.0,
202020,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1804.0,
202021,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1919.0,
202022,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1841.0,
202023,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1797.0,
202024,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1855.0,
202025,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1802.0,
202026,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1797.0,
202027,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1825.0,
202028,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1882.0,
202029,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1814.0,
202030,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1849.0,
202031,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1866.0,
202032,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1863.0,
202033,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1839.0,
202034,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1887.0,
202035,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1787.0,
202036,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1859.0,
202037,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1848.0,
202038,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1892.0,
202039,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1810.0,
202040,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1929.0,
202041,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1830.0,
202042,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1802.0,
202043,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1798.0,
202044,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1814.0,
202045,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1842.0,
202046,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1869.0,
202047,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1876.0,
202048,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1847.0,
202049,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1836.0,
202050,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1835.0,
202051,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1840.0,
202052,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1834.0,
202101,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1857.0,
202102,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1871.0,
202103,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1833.0,
202104,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1845.0,
202105,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1788.0,
202106,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1834.0,
202107,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1868.0,
202108,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1826.0,
202109,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1871.0,
202110,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1868.0,
202111,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1856.0,
202112,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1867.0,
202113,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1908.0,
202114,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1939.0,
202115,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1896.0,
202116,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1770.0,
202117,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1792.0,
202118,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1879.0,
202119,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1872.0,
202120,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1822.0,
202121,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1857.0,
202122,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1861.0,
202123,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1810.0,
202124,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1835.0,
202125,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1816.0,
202126,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1817.0,
202127,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1828.0,
202128,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1790.0,
202129,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1784.0,
202130,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1770.0,
202131,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1834.0,
202132,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1883.0,
202133,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1787.0,
202134,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1843.0,
202135,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1822.0,
202136,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1858.0,
202137,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1857.0,
202138,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1893.0,
202139,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1840.0,
202140,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1808.0,
202141,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1872.0,
202142,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1797.0,
202143,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1789.0,
202144,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1857.0,
202145,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1874.0,
202146,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1772.0,
202147,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1836.0,
202148,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1840.0,
202149,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1919.0,
202150,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1767.0,
202151,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1836.0,
202152,US,SC1,BRANDB,DC1,PRDCT6_CUSTB,1859.0,
